url,title,price,"08/18/2022, 17:47","08/18/2022, 19:01","08/18/2022, 19:46","08/18/2022, 23:58","08/19/2022, 08:53","08/19/2022, 18:56","08/20/2022, 01:18","08/20/2022, 03:50","08/21/2022, 19:48","08/21/2022, 21:09","08/22/2022, 10:31","08/22/2022, 21:20"
https://www.flipkart.com/lg-28-l-convection-microwave-oven/p/itmew8zyttwzqwvy?pid=MRCEW8ZY8GYYDV5T&lid=LSTMRCEW8ZY8GYYDV5TZFINQL&marketplace=FLIPKART&q=convection+microwave+oven&store=search.flipkart.com%2Fj9e%2Fm38%2Fo49&srno=s_1_21&otracker=AS_QueryStore_OrganicAutoSuggest_2_14_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_2_14_na_na_na&fm=organic&iid=0f40ac09-e8e5-4634-890e-5dae8dc82021.MRCEW8ZY8GYYDV5T.SEARCH&ppt=None&ppn=None&ssid=pu1e83d0mo0000001660163807352&qH=13c5528d0fa99c03,LG 28 L Convection Microwave Oven,13709,15190,15190,15190,15190.0,11790,15190,9999.0,15190,13709,13709,13709,13709
https://www.flipkart.com/ifb-20-l-metallic-silver-convection-microwave-oven/p/itmdwmvzxgbcdvg9?pid=MRCDWK8TMQCEGTYK&lid=LSTMRCDWK8TMQCEGTYKHQSFZU&marketplace=FLIPKART&q=convection+microwave+oven&store=search.flipkart.com%2Fj9e%2Fm38%2Fo49&srno=s_1_22&otracker=AS_QueryStore_OrganicAutoSuggest_2_14_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_2_14_na_na_na&fm=organic&iid=0f40ac09-e8e5-4634-890e-5dae8dc82021.MRCDWK8TMQCEGTYK.SEARCH&ppt=None&ppn=None&ssid=pu1e83d0mo0000001660163807352&qH=13c5528d0fa99c03,IFB 20 L Metallic silver Convection Microwave Oven,9999,9999,9999,9999,9999.0,9999,9999,13399.0,9999,9999,9999,9999,9999
https://www.flipkart.com/lg-21-l-diet-fry-convection-microwave-oven/p/itmew8zycjdfpsus?pid=MRCEW8ZYUKGMU4EM&lid=LSTMRCEW8ZYUKGMU4EMU015P5&marketplace=FLIPKART&q=convection+microwave+oven&store=search.flipkart.com%2Fj9e%2Fm38%2Fo49&srno=s_1_23&otracker=AS_QueryStore_OrganicAutoSuggest_2_14_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_2_14_na_na_na&fm=organic&iid=0f40ac09-e8e5-4634-890e-5dae8dc82021.MRCEW8ZYUKGMU4EM.SEARCH&ppt=None&ppn=None&ssid=pu1e83d0mo0000001660163807352&qH=13c5528d0fa99c03,LG 21 L Diet Fry Convection Microwave Oven,11560,13490,13490,13490,13490.0,13490,13399,9490.0,13399,13490,13399,13399,13399
https://www.flipkart.com/samsung-21-l-convection-microwave-oven/p/itm43671b9edbcf3?pid=MRCDWBZXJFWEP22E&lid=LSTMRCDWBZXJFWEP22EQZFZAE&marketplace=FLIPKART&q=convection+microwave+oven&store=search.flipkart.com%2Fj9e%2Fm38%2Fo49&srno=s_1_24&otracker=AS_QueryStore_OrganicAutoSuggest_2_14_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_2_14_na_na_na&fm=organic&iid=0f40ac09-e8e5-4634-890e-5dae8dc82021.MRCDWBZXJFWEP22E.SEARCH&ppt=None&ppn=None&ssid=pu1e83d0mo0000001660163807352&qH=13c5528d0fa99c03,SAMSUNG 21 L Convection Microwave Oven,9790,9490,9490,9490,9490.0,9490,9490,9290.0,9490,9790,9790,9790,9790
https://www.flipkart.com/godrej-19-l-convection-microwave-oven/p/itmfyg2qemjyjfmg?pid=MRCFYG2QCZJYTMCY&lid=LSTMRCFYG2QCZJYTMCYOEJKBM&marketplace=FLIPKART&q=convection+microwave+oven&store=j9e%2Fm38%2Fo49&srno=s_2_25&otracker=AS_QueryStore_OrganicAutoSuggest_2_14_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_2_14_na_na_na&fm=organic&iid=2fb5b0a2-d92c-47e5-81a5-594384dc20b4.MRCFYG2QCZJYTMCY.SEARCH&ppt=None&ppn=None&ssid=5suuv5iw1s0000001660163812505&qH=13c5528d0fa99c03,Godrej 19 L Convection Microwave Oven,9290,9290,9290,9290,9490.0,9290,9290,9490.0,9290,9290,9290,9290,9290
https://www.flipkart.com/samsung-21-l-convection-microwave-oven/p/itm43671b9edbcf3?pid=MRCDWBZXJFWEP22E&lid=LSTMRCDWBZXJFWEP22EQZFZAE&marketplace=FLIPKART&q=convection+microwave+oven&store=j9e%2Fm38%2Fo49&srno=s_2_26&otracker=AS_QueryStore_OrganicAutoSuggest_2_14_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_2_14_na_na_na&fm=organic&iid=2fb5b0a2-d92c-47e5-81a5-594384dc20b4.MRCDWBZXJFWEP22E.SEARCH&ppt=None&ppn=None&ssid=5suuv5iw1s0000001660163812505&qH=13c5528d0fa99c03,SAMSUNG 21 L Convection Microwave Oven,9790,9490,9490,9490,14640.0,9490,9490,14800.0,9490,9790,9790,9790,9790
https://www.flipkart.com/lg-28-l-convection-microwave-oven/p/itm4589dfca0de7d?pid=MRCFYHKGYASYQG3S&lid=LSTMRCFYHKGYASYQG3SFR28MA&marketplace=FLIPKART&q=convection+microwave+oven&store=j9e%2Fm38%2Fo49&srno=s_2_27&otracker=AS_QueryStore_OrganicAutoSuggest_2_14_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_2_14_na_na_na&fm=organic&iid=2fb5b0a2-d92c-47e5-81a5-594384dc20b4.MRCFYHKGYASYQG3S.SEARCH&ppt=None&ppn=None&ssid=5suuv5iw1s0000001660163812505&qH=13c5528d0fa99c03,LG 28 L Convection Microwave Oven,14900,14640,14640,14640,9290.0,14640,15150,9999.0,15150,15150,15150,15150,15150
https://www.flipkart.com/morphy-richards-30-l-200-auto-cook-menu-convection-microwave-oven/p/itmdwys8pahhpfap?pid=MRCDWYS5ATGJHVPJ&lid=LSTMRCDWYS5ATGJHVPJZRD04S&marketplace=FLIPKART&q=convection+microwave+oven&store=j9e%2Fm38%2Fo49&srno=s_2_28&otracker=AS_QueryStore_OrganicAutoSuggest_2_14_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_2_14_na_na_na&fm=organic&iid=en_qHsNzzYYeJl06pXRfVylTYmI%2BcmuNPiF4vwyGG0yBsJM71sQRRi9W4uALF2rvWFhZ6Enp6hIXCAJexLzyxe29A%3D%3D&ppt=None&ppn=None&ssid=5suuv5iw1s0000001660163812505&qH=13c5528d0fa99c03,Morphy Richards 30 L 200 Auto cook menu Convection Microwave Oven,14999,14590,9999,9999,9999.0,9999,9999,14590.0,9999,9999,10690,9999,9999
https://www.flipkart.com/lg-28-l-convection-microwave-oven/p/itm06ac4946cb1bb?pid=MRCG666Q52KMFZ32&lid=LSTMRCG666Q52KMFZ321ALTEP&marketplace=FLIPKART&q=convection+microwave+oven&store=j9e%2Fm38%2Fo49&srno=s_2_29&otracker=AS_QueryStore_OrganicAutoSuggest_2_14_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_2_14_na_na_na&fm=organic&iid=2fb5b0a2-d92c-47e5-81a5-594384dc20b4.MRCG666Q52KMFZ32.SEARCH&ppt=None&ppn=None&ssid=5suuv5iw1s0000001660163812505&qH=13c5528d0fa99c03,LG 28 L Convection Microwave Oven,14690,9999,14590,14590,14590.0,14590,14590,10490.0,14590,14590,9999,14590,14590
https://www.flipkart.com/lg-21-l-convection-microwave-oven/p/itmf3mhk5nxuxde9?pid=MRCF2UQH27NAJJZW&lid=LSTMRCF2UQH27NAJJZWUDEXMD&marketplace=FLIPKART&q=convection+microwave+oven&store=j9e%2Fm38%2Fo49&srno=s_2_30&otracker=AS_QueryStore_OrganicAutoSuggest_2_14_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_2_14_na_na_na&fm=organic&iid=2fb5b0a2-d92c-47e5-81a5-594384dc20b4.MRCF2UQH27NAJJZW.SEARCH&ppt=None&ppn=None&ssid=5suuv5iw1s0000001660163812505&qH=13c5528d0fa99c03,LG 21 L Convection Microwave Oven,10690,10490,10490,10490,10490.0,10490,10490,12490.0,10490,10690,12490,10690,10690
https://www.flipkart.com/whirlpool-30-l-convection-microwave-oven/p/itma00245a07a930?pid=MRCFVGQ74HTBPNXK&lid=LSTMRCFVGQ74HTBPNXKXMBOGX&marketplace=FLIPKART&q=convection+microwave+oven&store=j9e%2Fm38%2Fo49&srno=s_2_31&otracker=AS_QueryStore_OrganicAutoSuggest_2_14_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_2_14_na_na_na&fm=organic&iid=2fb5b0a2-d92c-47e5-81a5-594384dc20b4.MRCFVGQ74HTBPNXK.SEARCH&ppt=None&ppn=None&ssid=5suuv5iw1s0000001660163812505&qH=13c5528d0fa99c03,Whirlpool 30 L Convection Microwave Oven,12490,12490,12490,12490,12490.0,12490,12490,11790.0,12490,12490,14590,12490,12490
https://www.flipkart.com/lg-28-l-convection-microwave-oven/p/itmew8zysndynd86?pid=MRCEW8ZYMU2AMKZX&lid=LSTMRCEW8ZYMU2AMKZXUCHC3U&marketplace=FLIPKART&q=convection+microwave+oven&store=j9e%2Fm38%2Fo49&srno=s_2_32&otracker=AS_QueryStore_OrganicAutoSuggest_2_14_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_2_14_na_na_na&fm=organic&iid=en_qHsNzzYYeJl06pXRfVylTYmI%2BcmuNPiF4vwyGG0yBsI2gfePDFrkw8IPpDkcG1lI3CvgM92lf0pJAQ6KtJ373A%3D%3D&ppt=None&ppn=None&ssid=5suuv5iw1s0000001660163812505&qH=13c5528d0fa99c03,LG 28 L Convection Microwave Oven,11790,11790,11790,11790,11790.0,11790,11790,15490.0,11790,11790,11790,11790,11790
